Attrition_Flag,Customer_Age,Gender,Education_Level,Card_Category,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Category_final,customer
Existing Customer,45,M,Graduate,Blue,1362,0.68,3555,75,0.471,0.269,SecondClass,Customer N_3160
Attrited Customer,65,F,College,Silver,1758,0.8,2291,39,0.773,0.162,SecondClass,Customer N_3161
Attrited Customer,46,M,College,Blue,864,0.766,2299,40,0.481,0.601,FirstClass,Customer N_3162
Existing Customer,52,M,Graduate,Blue,1142,0.722,3889,60,0.818,0.106,SecondClass,Customer N_3163
Existing Customer,49,M,College,Blue,1796,0.628,5228,93,0.661,0.836,FirstClass,Customer N_3164
Attrited Customer,50,F,Graduate,Blue,0,0.565,1654,30,0.579,0,SecondClass,Customer N_3165
Existing Customer,50,F,High School,Blue,1422,0.662,4613,72,0.6,0.441,SecondClass,Customer N_3166
Existing Customer,27,F,Graduate,Blue,1567,0.744,5146,78,0.733,0.767,SecondClass,Customer N_3167
Attrited Customer,37,F,Graduate,Blue,0,0.889,2729,45,0.406,0,SecondClass,Customer N_3168
Existing Customer,42,F,Post-Graduate,Blue,1165,0.634,2306,46,0.643,0.306,SecondClass,Customer N_3169
Existing Customer,37,F,Uneducated,Blue,1708,0.903,4539,89,0.745,0.715,SecondClass,Customer N_3170
Existing Customer,49,F,High School,Blue,1263,0.71,4597,80,0.6,0.511,SecondClass,Customer N_3171
Existing Customer,42,M,Uneducated,Blue,1809,0.724,4323,72,0.5,0.138,SecondClass,Customer N_3172
Existing Customer,48,F,High School,Blue,1128,0.613,4030,86,0.483,0.458,SecondClass,Customer N_3173
Existing Customer,52,F,Graduate,Blue,989,1.222,4451,70,0.429,0.163,SecondClass,Customer N_3174
Existing Customer,49,M,High School,Silver,2386,0.698,3924,65,0.512,0.069,FirstClass,Customer N_3175
Attrited Customer,38,M,College,Blue,321,0.586,2256,40,0.29,0.093,SecondClass,Customer N_3176
Existing Customer,50,F,High School,Blue,2057,0.821,4240,73,0.587,0.249,SecondClass,Customer N_3177
Attrited Customer,65,F,Uneducated,Blue,377,1.048,2799,49,0.485,0.222,SecondClass,Customer N_3178
Existing Customer,50,M,College,Blue,1881,1.111,2909,58,1.522,0.613,SecondClass,Customer N_3179
Attrited Customer,46,M,College,Blue,0,0.451,1760,40,0.6,0,FirstClass,Customer N_3180
Existing Customer,43,M,High School,Blue,1355,0.66,1939,30,0.5,0.272,SecondClass,Customer N_3181
Existing Customer,42,M,Graduate,Blue,1783,0.479,4792,69,0.643,0.575,FirstClass,Customer N_3182
Existing Customer,45,F,High School,Blue,1112,0.588,2978,61,0.906,0.669,SecondClass,Customer N_3183
Existing Customer,55,F,Graduate,Blue,0,0.816,4557,94,0.843,0,SecondClass,Customer N_3184
Existing Customer,50,M,Graduate,Blue,1020,0.683,3206,54,0.8,0.069,SecondClass,Customer N_3185
Existing Customer,54,F,Uneducated,Blue,2196,0.733,4361,75,0.63,0.883,SecondClass,Customer N_3186
Existing Customer,45,F,High School,Blue,1170,0.547,4136,77,0.604,0.249,SecondClass,Customer N_3187
Existing Customer,39,F,Graduate,Blue,0,1.017,4089,73,0.872,0,SecondClass,Customer N_3188
Existing Customer,45,F,High School,Blue,2162,0.924,2005,32,0.684,0.765,SecondClass,Customer N_3189
Existing Customer,52,F,College,Blue,1905,0.906,4932,67,0.914,0.414,SecondClass,Customer N_3190
Existing Customer,33,F,Graduate,Blue,2340,0.608,4730,82,0.708,0.903,SecondClass,Customer N_3191
Existing Customer,40,M,Graduate,Blue,1492,0.744,3407,61,0.694,0.598,SecondClass,Customer N_3192
Existing Customer,61,M,Uneducated,Blue,1352,0.797,3300,68,0.545,0.268,SecondClass,Customer N_3193
Attrited Customer,48,M,High School,Blue,157,0.699,2270,46,0.394,0.02,SecondClass,Customer N_3194
Existing Customer,50,M,Graduate,Blue,1770,0.545,4054,72,0.674,0.371,SecondClass,Customer N_3195
Existing Customer,50,F,Graduate,Blue,1312,0.462,4100,67,0.675,0.109,SecondClass,Customer N_3196
Existing Customer,53,M,Graduate,Blue,1548,0.872,4030,73,0.78,0.171,FirstClass,Customer N_3197
Existing Customer,45,M,Graduate,Blue,753,0.858,4326,81,0.761,0.073,SecondClass,Customer N_3198
Existing Customer,52,F,College,Blue,2486,0.838,4831,78,0.529,0.724,SecondClass,Customer N_3199
Existing Customer,45,F,Doctorate,Blue,1775,0.754,4200,67,0.675,0.548,SecondClass,Customer N_3200
Existing Customer,50,F,Post-Graduate,Blue,851,0.983,4379,64,0.829,0.592,SecondClass,Customer N_3201
Attrited Customer,50,F,Uneducated,Blue,458,0.613,1863,42,0.312,0.318,SecondClass,Customer N_3202
Attrited Customer,46,F,Uneducated,Blue,0,0.346,1517,38,0.407,0,SecondClass,Customer N_3203
Existing Customer,52,M,Uneducated,Blue,0,1.031,3646,66,1.2,0,FirstClass,Customer N_3204
Existing Customer,54,M,Graduate,Blue,1046,0.801,3709,66,0.886,0.034,FirstClass,Customer N_3205
Existing Customer,53,M,College,Blue,0,1.32,4241,77,0.974,0,FirstClass,Customer N_3206
Existing Customer,53,M,Graduate,Blue,922,0.812,3822,69,0.533,0.488,FirstClass,Customer N_3207
Existing Customer,40,M,Uneducated,Blue,1946,0.926,3455,72,1,0.117,FirstClass,Customer N_3208
Existing Customer,45,M,College,Blue,1370,0.954,3914,70,0.667,0.415,FirstClass,Customer N_3209
Existing Customer,40,F,Graduate,Blue,1508,1.01,5158,68,0.447,0.241,SecondClass,Customer N_3210
Existing Customer,36,M,Uneducated,Blue,2517,0.749,4142,74,0.644,0.691,SecondClass,Customer N_3211
Existing Customer,35,F,Graduate,Blue,2000,0.754,4272,83,0.596,0.276,SecondClass,Customer N_3212
Existing Customer,47,F,High School,Blue,0,0.806,4113,83,0.627,0,SecondClass,Customer N_3213
Existing Customer,45,F,College,Blue,2199,0.908,4647,81,0.884,0.525,SecondClass,Customer N_3214
Attrited Customer,48,M,High School,Blue,2268,0.841,2228,37,0.85,0.139,FirstClass,Customer N_3215
Existing Customer,59,M,Graduate,Blue,0,0.711,4333,70,0.628,0,FirstClass,Customer N_3216
Existing Customer,44,M,College,Blue,878,0.633,3383,67,0.558,0.32,SecondClass,Customer N_3217
Existing Customer,38,M,Post-Graduate,Blue,470,0.805,4306,77,0.604,0.09,FirstClass,Customer N_3218
Existing Customer,43,M,Graduate,Blue,986,0.631,3789,70,0.75,0.046,SecondClass,Customer N_3219
Existing Customer,50,F,Doctorate,Blue,0,0.966,4401,60,1.069,0,SecondClass,Customer N_3220
Existing Customer,45,M,High School,Blue,1148,1.028,3386,65,0.711,0.073,SecondClass,Customer N_3221
Attrited Customer,47,M,High School,Blue,2517,0.482,1575,23,0.211,0.134,FirstClass,Customer N_3222
Existing Customer,49,M,Graduate,Blue,1516,0.872,4150,75,0.744,0.772,FirstClass,Customer N_3223
Attrited Customer,43,F,Uneducated,Blue,1506,0.443,1915,44,0.375,0.329,SecondClass,Customer N_3224
Existing Customer,43,M,Graduate,Silver,1170,0.684,3101,73,0.78,0.045,SecondClass,Customer N_3225
Existing Customer,48,M,Doctorate,Blue,1268,0.703,4422,64,1.783,0.37,FirstClass,Customer N_3226
Attrited Customer,59,M,Uneducated,Silver,0,0.992,3109,48,0.412,0,SecondClass,Customer N_3227
Attrited Customer,53,F,Graduate,Blue,0,0.689,2314,43,0.433,0,SecondClass,Customer N_3228
Attrited Customer,53,F,Graduate,Blue,0,0.618,1464,32,0.778,0,SecondClass,Customer N_3229
Attrited Customer,42,F,Doctorate,Blue,0,0.275,1402,38,0.31,0,SecondClass,Customer N_3230
Existing Customer,50,M,High School,Blue,950,0.866,4233,71,0.775,0.043,SecondClass,Customer N_3231
Existing Customer,45,F,Graduate,Blue,1890,0.652,4114,66,0.737,0.762,SecondClass,Customer N_3232
Existing Customer,49,M,High School,Blue,1716,0.781,3529,84,0.787,0.21,SecondClass,Customer N_3233
Existing Customer,55,F,College,Blue,942,0.757,4134,78,0.625,0.509,SecondClass,Customer N_3234
Existing Customer,46,F,Uneducated,Blue,2049,0.69,4421,74,0.51,0.825,SecondClass,Customer N_3235
Attrited Customer,49,F,Doctorate,Blue,0,0.479,1695,38,0.31,0,SecondClass,Customer N_3236
Existing Customer,48,M,High School,Blue,2251,0.852,3942,65,0.625,0.895,SecondClass,Customer N_3237
Existing Customer,50,M,Uneducated,Blue,659,0.938,3756,70,0.842,0.181,SecondClass,Customer N_3238
Attrited Customer,50,F,Post-Graduate,Blue,1120,0.442,2281,37,0.48,0.203,SecondClass,Customer N_3239
Existing Customer,45,M,College,Blue,0,0.559,4503,77,0.674,0,FirstClass,Customer N_3240
Existing Customer,57,M,High School,Blue,0,0.943,4218,66,0.571,0,FirstClass,Customer N_3241
Existing Customer,50,F,Graduate,Blue,1714,0.807,5237,76,0.81,0.653,SecondClass,Customer N_3242
Existing Customer,42,M,High School,Blue,2249,0.863,4106,81,0.528,0.751,SecondClass,Customer N_3243
Existing Customer,37,M,College,Blue,1399,0.507,4389,84,0.68,0.108,FirstClass,Customer N_3244
Existing Customer,54,M,Uneducated,Blue,1471,0.655,4465,63,0.703,0.23,SecondClass,Customer N_3245
Existing Customer,43,M,Graduate,Blue,2129,0.705,4024,62,0.55,0.387,FirstClass,Customer N_3246
Existing Customer,52,M,Graduate,Blue,0,0.551,1737,38,0.9,0,FirstClass,Customer N_3247
Existing Customer,46,M,College,Blue,1783,1.003,3160,59,1.36,0.101,SecondClass,Customer N_3248
Existing Customer,46,M,High School,Blue,1092,0.757,4434,81,0.62,0.178,SecondClass,Customer N_3249
Existing Customer,55,F,Uneducated,Blue,1525,0.855,4671,69,0.816,0.776,SecondClass,Customer N_3250
Existing Customer,48,M,Doctorate,Blue,1132,0.844,3779,78,0.814,0.128,SecondClass,Customer N_3251
Existing Customer,50,F,High School,Blue,1318,0.593,4533,69,0.533,0.798,SecondClass,Customer N_3252
Existing Customer,46,M,High School,Blue,1302,0.461,3718,66,0.61,0.084,FirstClass,Customer N_3253
Attrited Customer,52,M,Uneducated,Blue,0,0.018,1097,28,0.077,0,FirstClass,Customer N_3254
Attrited Customer,49,M,Graduate,Blue,0,0.716,2138,43,0.593,0,FirstClass,Customer N_3255
Existing Customer,55,F,Graduate,Blue,2024,0.667,3495,64,0.882,0.513,SecondClass,Customer N_3256
Existing Customer,49,M,Graduate,Blue,2120,0.654,4228,70,0.75,0.357,SecondClass,Customer N_3257
Existing Customer,44,F,Doctorate,Blue,1264,0.671,2959,63,0.8,0.64,SecondClass,Customer N_3258
Existing Customer,41,F,Uneducated,Blue,821,0.931,4713,77,1.026,0.284,SecondClass,Customer N_3259
Attrited Customer,47,F,College,Blue,0,0.752,2385,33,0.375,0,SecondClass,Customer N_3260
Existing Customer,38,M,Graduate,Blue,1671,0.938,3587,66,0.571,0.062,FirstClass,Customer N_3261
Attrited Customer,52,M,Graduate,Blue,1625,0.532,2108,51,0.5,0.173,SecondClass,Customer N_3262
Attrited Customer,41,F,High School,Blue,524,0.751,2180,46,0.643,0.355,SecondClass,Customer N_3263
Existing Customer,53,M,Uneducated,Blue,1607,0.524,4421,74,0.542,0.235,SecondClass,Customer N_3264
Existing Customer,40,M,Graduate,Blue,0,0.729,4583,87,0.851,0,SecondClass,Customer N_3265
Existing Customer,61,M,High School,Blue,975,0.807,5224,85,0.667,0.459,SecondClass,Customer N_3266
Attrited Customer,56,F,Graduate,Blue,0,0.493,1542,45,0.607,0,SecondClass,Customer N_3267
Existing Customer,57,F,Graduate,Blue,2290,0.962,4239,69,0.683,0.438,SecondClass,Customer N_3268
Existing Customer,48,M,Graduate,Blue,1399,0.559,2144,42,0.909,0.542,SecondClass,Customer N_3269
Existing Customer,60,M,Graduate,Blue,0,0.682,3598,72,0.532,0,FirstClass,Customer N_3270
Existing Customer,65,M,Doctorate,Blue,867,0.725,3953,69,0.725,0.595,SecondClass,Customer N_3271
Existing Customer,51,F,High School,Blue,1912,0.674,4626,78,0.773,0.632,SecondClass,Customer N_3272
Existing Customer,40,F,Graduate,Blue,2517,0.652,4256,69,0.725,0.599,SecondClass,Customer N_3273
Existing Customer,55,M,College,Blue,2517,1.051,4313,72,0.8,0.716,FirstClass,Customer N_3274
Existing Customer,52,M,Uneducated,Blue,1864,0.684,4551,65,0.667,0.071,FirstClass,Customer N_3275
Existing Customer,44,F,Graduate,Blue,1044,0.781,5428,85,0.635,0.652,SecondClass,Customer N_3276
Existing Customer,49,F,College,Blue,1598,0.934,4450,68,0.545,0.756,SecondClass,Customer N_3277
Attrited Customer,42,M,Graduate,Blue,0,0.857,2431,37,0.542,0,SecondClass,Customer N_3278
Existing Customer,56,F,Graduate,Blue,1947,0.816,4269,88,0.76,0.8,SecondClass,Customer N_3279
Existing Customer,60,F,Uneducated,Blue,0,0.875,4673,59,0.735,0,SecondClass,Customer N_3280
Existing Customer,50,M,High School,Blue,1792,0.626,4134,60,0.765,0.184,FirstClass,Customer N_3281
Existing Customer,42,M,Graduate,Blue,2258,0.861,3740,55,0.833,0.495,FirstClass,Customer N_3282
Attrited Customer,57,F,Uneducated,Blue,0,0.429,2113,38,0.267,0,SecondClass,Customer N_3283
Existing Customer,48,M,Graduate,Blue,1353,0.612,5031,79,0.646,0.054,FirstClass,Customer N_3284
Existing Customer,47,M,College,Blue,2382,0.67,4768,81,0.929,0.269,FirstClass,Customer N_3285
Existing Customer,62,F,Graduate,Blue,1716,0.811,4027,75,0.5,0.77,SecondClass,Customer N_3286
Existing Customer,46,M,High School,Blue,582,0.912,3475,52,0.733,0.021,FirstClass,Customer N_3287
Existing Customer,41,M,High School,Blue,0,0.658,4611,91,0.569,0,SecondClass,Customer N_3288
Existing Customer,43,F,Graduate,Blue,1583,1.061,3504,60,0.765,0.142,SecondClass,Customer N_3289
Attrited Customer,54,M,Graduate,Blue,0,0.519,2050,51,0.821,0,SecondClass,Customer N_3290
Existing Customer,45,F,Graduate,Blue,844,1.109,4812,77,0.604,0.4,SecondClass,Customer N_3291
Existing Customer,49,M,Uneducated,Blue,904,0.627,3734,74,0.85,0.07,SecondClass,Customer N_3292
Attrited Customer,46,M,Graduate,Blue,2517,0.605,2027,39,0.393,0.498,FirstClass,Customer N_3293
Existing Customer,45,F,Graduate,Blue,2253,0.722,4674,67,0.763,0.718,SecondClass,Customer N_3294
Existing Customer,49,M,High School,Blue,2514,0.469,5189,82,0.519,0.63,FirstClass,Customer N_3295
Existing Customer,33,F,Graduate,Blue,1243,0.709,4006,65,0.548,0.375,SecondClass,Customer N_3296
Existing Customer,52,M,Graduate,Silver,1938,0.807,2275,46,0.438,0.056,FirstClass,Customer N_3297
Existing Customer,40,F,Uneducated,Blue,1019,0.692,4455,63,0.658,0.568,SecondClass,Customer N_3298
Existing Customer,44,F,Post-Graduate,Blue,0,0.421,4128,82,0.491,0,SecondClass,Customer N_3299
Attrited Customer,62,F,High School,Blue,0,0.331,1971,45,0.25,0,SecondClass,Customer N_3300
Existing Customer,55,F,Uneducated,Blue,756,1.012,4436,73,0.622,0.526,SecondClass,Customer N_3301
Attrited Customer,55,M,Graduate,Silver,0,0.71,2503,49,0.885,0,SecondClass,Customer N_3302
Existing Customer,38,F,Uneducated,Blue,0,0.896,3766,63,0.909,0,SecondClass,Customer N_3303
Existing Customer,52,F,Graduate,Blue,0,0.745,4058,88,0.725,0,SecondClass,Customer N_3304
Existing Customer,52,M,High School,Blue,0,0.775,4037,87,0.706,0,FirstClass,Customer N_3305
Existing Customer,55,F,College,Blue,0,0.729,4564,82,0.608,0,SecondClass,Customer N_3306
Existing Customer,48,M,College,Blue,1106,0.882,4288,47,0.621,0.084,SecondClass,Customer N_3307
Existing Customer,48,F,Uneducated,Blue,0,0.718,4004,76,0.652,0,SecondClass,Customer N_3308
Existing Customer,50,F,Graduate,Blue,685,0.858,3553,63,0.909,0.08,SecondClass,Customer N_3309
Attrited Customer,53,F,High School,Blue,0,0.661,2279,46,0.533,0,SecondClass,Customer N_3310
Existing Customer,46,M,Post-Graduate,Blue,845,0.642,3631,67,0.763,0.587,FirstClass,Customer N_3311
Existing Customer,50,F,Graduate,Blue,1948,0.752,4668,69,0.643,0.801,SecondClass,Customer N_3312
Existing Customer,47,M,Uneducated,Blue,1746,0.853,3370,69,0.769,0.083,FirstClass,Customer N_3313
Attrited Customer,47,F,Graduate,Blue,2517,0.58,1860,43,0.433,0.434,SecondClass,Customer N_3314
Existing Customer,52,M,Uneducated,Blue,1757,0.786,4223,81,0.653,0.051,FirstClass,Customer N_3315
Attrited Customer,44,F,Graduate,Blue,0,0.671,1973,42,0.556,0,SecondClass,Customer N_3316
Existing Customer,35,F,High School,Blue,1833,0.56,4530,72,0.846,0.837,SecondClass,Customer N_3317
Attrited Customer,50,M,College,Blue,0,0.639,2131,41,0.464,0,FirstClass,Customer N_3318
Attrited Customer,52,F,High School,Blue,134,0.717,2409,38,0.31,0.017,SecondClass,Customer N_3319
Existing Customer,43,M,High School,Blue,0,1.043,3880,68,0.7,0,FirstClass,Customer N_3320
Existing Customer,54,M,Uneducated,Blue,0,0.452,3918,67,1.094,0,FirstClass,Customer N_3321
Existing Customer,55,F,Graduate,Blue,725,0.791,4042,72,0.714,0.479,SecondClass,Customer N_3322
Attrited Customer,49,M,Uneducated,Blue,0,0.531,1477,30,0.5,0,SecondClass,Customer N_3323
Existing Customer,56,F,Post-Graduate,Blue,1623,0.79,2998,60,0.622,0.652,SecondClass,Customer N_3324
Existing Customer,49,F,Uneducated,Blue,0,0.84,4546,81,0.884,0,SecondClass,Customer N_3325
Attrited Customer,53,M,High School,Silver,2297,0.416,1461,43,0.536,0.067,FirstClass,Customer N_3326
Existing Customer,49,M,High School,Blue,1672,0.799,4205,75,0.415,0.124,FirstClass,Customer N_3327
Existing Customer,46,M,High School,Blue,798,0.703,4804,66,0.535,0.48,SecondClass,Customer N_3328
Existing Customer,49,M,Uneducated,Blue,1643,0.798,3367,65,0.806,0.212,FirstClass,Customer N_3329
Existing Customer,36,F,High School,Blue,2085,1.035,5154,80,0.86,0.717,SecondClass,Customer N_3330
Existing Customer,57,M,Graduate,Silver,1384,0.887,4745,69,0.605,0.04,FirstClass,Customer N_3331
Existing Customer,52,M,Graduate,Blue,1160,0.386,4418,59,0.639,0.072,FirstClass,Customer N_3332
Existing Customer,45,M,Uneducated,Blue,1334,0.886,4501,67,0.675,0.493,SecondClass,Customer N_3333
Existing Customer,54,M,High School,Blue,1144,0.783,4887,90,0.698,0.397,FirstClass,Customer N_3334
Existing Customer,49,M,High School,Blue,2517,0.723,5320,62,0.771,0.104,FirstClass,Customer N_3335
Existing Customer,43,M,Graduate,Blue,2276,0.801,4615,79,0.837,0.11,SecondClass,Customer N_3336
Attrited Customer,50,M,Uneducated,Blue,0,0.637,1882,39,0.345,0,SecondClass,Customer N_3337
Existing Customer,46,M,High School,Blue,0,0.531,4487,73,0.431,0,FirstClass,Customer N_3338
Existing Customer,45,F,High School,Blue,0,0.467,4041,66,0.571,0,SecondClass,Customer N_3339
Existing Customer,33,M,Graduate,Blue,1725,0.686,5212,79,0.646,0.844,SecondClass,Customer N_3340
Existing Customer,56,F,Graduate,Blue,1690,0.63,3870,67,0.558,0.862,SecondClass,Customer N_3341
Existing Customer,40,M,High School,Blue,0,0.49,3879,95,0.583,0,SecondClass,Customer N_3342
Existing Customer,49,F,College,Blue,1557,0.738,3875,75,0.974,0.772,SecondClass,Customer N_3343
Existing Customer,45,F,Doctorate,Blue,1117,0.914,3744,52,0.793,0.201,SecondClass,Customer N_3344
Existing Customer,51,M,High School,Blue,578,0.55,3837,85,0.604,0.091,FirstClass,Customer N_3345
Existing Customer,40,F,Graduate,Blue,988,0.556,3561,72,0.5,0.687,SecondClass,Customer N_3346
Existing Customer,42,M,College,Blue,1488,0.56,3763,75,0.875,0.595,SecondClass,Customer N_3347
Existing Customer,45,F,High School,Blue,2052,0.636,4133,68,0.789,0.793,SecondClass,Customer N_3348
Existing Customer,47,F,Graduate,Blue,1460,0.599,3514,79,0.646,0.713,SecondClass,Customer N_3349
Existing Customer,47,M,College,Blue,751,1.096,4060,79,0.975,0.211,SecondClass,Customer N_3350
Existing Customer,43,M,Graduate,Blue,0,0.936,3785,68,0.7,0,FirstClass,Customer N_3351
Existing Customer,43,M,Post-Graduate,Blue,1482,0.868,3909,67,0.675,0.621,SecondClass,Customer N_3352
Existing Customer,48,M,Graduate,Blue,1501,0.825,4518,90,0.875,0.515,SecondClass,Customer N_3353
Existing Customer,53,M,Uneducated,Blue,1255,0.672,3432,68,0.744,0.178,SecondClass,Customer N_3354
Existing Customer,56,M,Graduate,Blue,1080,0.842,4785,66,0.65,0.089,FirstClass,Customer N_3355
Attrited Customer,64,M,Graduate,Blue,2517,0.69,3289,47,0.958,0.705,SecondClass,Customer N_3356
Existing Customer,50,M,Uneducated,Blue,2100,0.988,4770,89,0.712,0.088,FirstClass,Customer N_3357
Existing Customer,62,M,Graduate,Blue,0,0.794,3628,74,0.644,0,FirstClass,Customer N_3358
Existing Customer,41,M,Graduate,Blue,1232,0.733,3057,71,0.919,0.532,SecondClass,Customer N_3359
Attrited Customer,43,M,Graduate,Blue,0,0.688,2427,51,0.645,0,FirstClass,Customer N_3360
Existing Customer,48,M,High School,Blue,0,0.549,3912,72,0.565,0,SecondClass,Customer N_3361
Existing Customer,64,F,Graduate,Blue,948,0.953,4074,72,1.057,0.184,SecondClass,Customer N_3362
Existing Customer,53,F,High School,Blue,1303,0.763,3971,76,0.551,0.466,SecondClass,Customer N_3363
Attrited Customer,38,F,Graduate,Blue,0,0.508,2139,47,0.567,0,SecondClass,Customer N_3364
Attrited Customer,51,F,Post-Graduate,Blue,0,0.447,1723,44,0.375,0,SecondClass,Customer N_3365
Existing Customer,52,M,High School,Blue,1308,0.679,2853,64,0.73,0.046,FirstClass,Customer N_3366
Existing Customer,40,F,High School,Blue,1160,0.463,3353,86,0.593,0.101,SecondClass,Customer N_3367
Existing Customer,49,M,High School,Blue,762,0.982,3676,47,1.35,0.027,FirstClass,Customer N_3368
Existing Customer,40,F,Post-Graduate,Blue,1510,0.554,3471,63,0.75,0.652,SecondClass,Customer N_3369
Existing Customer,43,M,College,Blue,1689,0.359,3651,69,0.605,0.16,SecondClass,Customer N_3370
Existing Customer,48,M,Graduate,Blue,0,0.602,3993,75,0.531,0,FirstClass,Customer N_3371
Existing Customer,50,M,Graduate,Blue,1662,0.504,3806,76,0.9,0.048,FirstClass,Customer N_3372
Existing Customer,48,M,High School,Blue,2517,0.873,4327,79,0.881,0.37,FirstClass,Customer N_3373
Attrited Customer,46,M,Graduate,Blue,848,0.771,2216,39,0.56,0.347,SecondClass,Customer N_3374
Existing Customer,51,F,Graduate,Blue,1847,0.627,3480,64,0.6,0.715,SecondClass,Customer N_3375
Existing Customer,46,F,High School,Blue,1315,0.704,4775,83,0.729,0.738,SecondClass,Customer N_3376
Existing Customer,42,F,Graduate,Blue,1245,0.925,4921,90,0.8,0.565,SecondClass,Customer N_3377
Existing Customer,44,F,Uneducated,Blue,1875,0.578,4254,85,0.735,0.73,SecondClass,Customer N_3378
Attrited Customer,55,F,Uneducated,Blue,0,0.482,2222,54,0.636,0,SecondClass,Customer N_3379
Attrited Customer,54,F,College,Silver,1252,0.489,1739,38,0.226,0.116,SecondClass,Customer N_3380
Existing Customer,46,M,Uneducated,Silver,2030,0.56,2525,45,0.5,0.067,SecondClass,Customer N_3381
Existing Customer,45,F,Graduate,Blue,1499,0.737,3282,66,0.65,0.279,SecondClass,Customer N_3382
Existing Customer,37,M,High School,Blue,0,0.513,4207,80,0.702,0,FirstClass,Customer N_3383
Existing Customer,52,M,Graduate,Blue,1729,0.974,4626,77,0.75,0.189,SecondClass,Customer N_3384
Attrited Customer,45,F,Graduate,Blue,2517,0.561,2000,32,0.28,0.43,SecondClass,Customer N_3385
Existing Customer,47,M,Graduate,Blue,784,0.73,4601,77,0.638,0.074,FirstClass,Customer N_3386
Existing Customer,59,F,Graduate,Blue,710,0.504,2023,38,0.727,0.169,SecondClass,Customer N_3387
Existing Customer,46,F,Graduate,Blue,2196,0.693,3944,78,0.857,0.849,SecondClass,Customer N_3388
Existing Customer,57,M,Graduate,Silver,1417,0.966,4303,77,0.638,0.041,FirstClass,Customer N_3389
Existing Customer,35,M,Graduate,Blue,0,0.697,3534,56,1,0,FirstClass,Customer N_3390
Existing Customer,37,M,Graduate,Blue,0,0.474,4809,71,0.479,0,FirstClass,Customer N_3391
Attrited Customer,43,M,Graduate,Blue,783,0.749,1871,32,0.684,0.056,FirstClass,Customer N_3392
Existing Customer,43,M,Graduate,Blue,0,0.667,5067,62,0.722,0,SecondClass,Customer N_3393
Existing Customer,55,M,Uneducated,Silver,0,0.639,2996,62,0.879,0,SecondClass,Customer N_3394
Existing Customer,52,F,Graduate,Blue,1097,0.874,4964,84,0.909,0.432,SecondClass,Customer N_3395
Existing Customer,46,M,High School,Blue,794,0.807,3895,67,0.558,0.552,SecondClass,Customer N_3396
Attrited Customer,53,F,College,Blue,0,0.694,2432,48,0.6,0,SecondClass,Customer N_3397
Existing Customer,49,M,Uneducated,Blue,1141,0.919,4631,76,0.949,0.04,FirstClass,Customer N_3398
Existing Customer,44,M,Graduate,Blue,1624,0.574,4190,87,0.706,0.069,FirstClass,Customer N_3399
Existing Customer,46,M,Graduate,Blue,0,0.951,4374,71,0.775,0,SecondClass,Customer N_3400
Existing Customer,43,F,High School,Blue,1127,0.765,4343,83,0.886,0.458,SecondClass,Customer N_3401
Attrited Customer,28,F,Graduate,Blue,0,0.299,1897,35,0.25,0,SecondClass,Customer N_3402
Existing Customer,49,F,Uneducated,Blue,1700,0.906,4710,70,0.556,0.191,SecondClass,Customer N_3403
Existing Customer,42,F,High School,Blue,1482,0.464,5099,60,0.714,0.158,SecondClass,Customer N_3404
Existing Customer,43,F,Graduate,Blue,1650,0.701,4025,62,0.59,0.621,SecondClass,Customer N_3405
Existing Customer,51,M,Post-Graduate,Blue,2517,0.708,4030,73,0.622,0.793,FirstClass,Customer N_3406
Existing Customer,48,M,Post-Graduate,Blue,1331,0.8,3502,57,1.036,0.213,SecondClass,Customer N_3407
Existing Customer,40,F,Uneducated,Blue,2225,0.566,3339,71,0.543,0.894,SecondClass,Customer N_3408
Attrited Customer,51,F,Uneducated,Blue,1107,0.539,1907,47,0.621,0.634,SecondClass,Customer N_3409
Existing Customer,44,M,Graduate,Blue,1424,0.574,3512,65,0.477,0.344,SecondClass,Customer N_3410
Existing Customer,58,F,Uneducated,Silver,653,0.622,4900,61,0.743,0.056,SecondClass,Customer N_3411
Existing Customer,47,F,Graduate,Blue,494,0.736,3887,71,0.651,0.209,SecondClass,Customer N_3412
Attrited Customer,48,M,Uneducated,Silver,0,0.671,1626,28,0.4,0,FirstClass,Customer N_3413
Existing Customer,46,M,Graduate,Silver,0,0.463,4540,78,0.56,0,SecondClass,Customer N_3414
Existing Customer,33,F,High School,Blue,746,0.913,4415,77,0.878,0.519,SecondClass,Customer N_3415
Existing Customer,47,F,High School,Blue,1970,0.848,3841,69,0.865,0.722,SecondClass,Customer N_3416
Existing Customer,55,F,High School,Blue,1175,0.794,4455,82,0.547,0.589,SecondClass,Customer N_3417
Existing Customer,48,M,Uneducated,Blue,1626,1.006,3543,62,0.676,0.167,FirstClass,Customer N_3418
Existing Customer,41,M,Uneducated,Silver,0,0.791,3819,75,0.829,0,SecondClass,Customer N_3419
Existing Customer,39,M,Doctorate,Blue,1120,0.802,3592,79,0.795,0.107,SecondClass,Customer N_3420
Existing Customer,46,M,Uneducated,Blue,1121,0.604,3188,71,0.651,0.238,SecondClass,Customer N_3421
